city,country_code,latitude,longitude,name,category_code,total_money_raised,founded_year,coordinates
San Francisco,USA,59.42145,24.8021233,Fortumo,mobile,$10M,2007,"{'type': 'Point', 'coordinates': [59.42145, 24.8021233]}"
Halifax,CAN,43.648786,-79.3777473,Mashup Arts,software,$1.58M,2007,"{'type': 'Point', 'coordinates': [43.648786, -79.3777473]}"
Glen Cove,USA,42.3756409,-72.5196907,Tinychat,web,$1.5M,2009,"{'type': 'Point', 'coordinates': [42.3756409, -72.5196907]}"
Palo Alto,USA,37.4233698,-122.0986859,Punch Entertainment,software,$1.2M,2005,"{'type': 'Point', 'coordinates': [37.4233698, -122.0986859]}"
Mountain View,USA,37.388077,-122.08316,YOUnite,web,$1.3M,2006,"{'type': 'Point', 'coordinates': [37.388077, -122.08316]}"
Palo Alto,USA,37.414271,-122.134666,Superfish,search,$19.3M,2006,"{'type': 'Point', 'coordinates': [37.414271, -122.134666]}"
Fremont,USA,37.5561712,-122.0780632,BASH Gaming,games_video,$1M,2010,"{'type': 'Point', 'coordinates': [37.5561712, -122.0780632]}"
Bangalore,IND,12.971606,77.594376,BASH Gaming,games_video,$1M,2010,"{'type': 'Point', 'coordinates': [12.971606, 77.594376]}"
Prague 8,CZE,50.0938491,14.4505336,Geewa,games_video,€1.5M,2005,"{'type': 'Point', 'coordinates': [50.0938491, 14.4505336]}"
Bloomfield,USA,41.853615,-72.70375,Pocket Communications Northeast,mobile,$125M,2006,"{'type': 'Point', 'coordinates': [41.853615, -72.70375]}"
San Diego,USA,32.718834,-117.163841,Intercasting,mobile,$17.5M,2004,"{'type': 'Point', 'coordinates': [32.718834, -117.163841]}"
Seattle,USA,47.676762,-122.2049192,L4 Mobile,mobile,$4.8M,2008,"{'type': 'Point', 'coordinates': [47.676762, -122.2049192]}"
Burnaby,CAN,49.2549899,-122.9170962,AirPatrol Corporation,mobile,$3.68M,2006,"{'type': 'Point', 'coordinates': [49.2549899, -122.9170962]}"
SOUTH BOSTON,USA,42.318138,-71.24756,AppNeta,software,$55.8M,2010,"{'type': 'Point', 'coordinates': [42.318138, -71.24756]}"
Andover,USA,42.6751888,-71.1469003,AppZero,software,$15.1M,2009,"{'type': 'Point', 'coordinates': [42.6751888, -71.1469003]}"
West Palm Beach,USA,26.72868,-80.099946,M3X Media,games_video,$10.5M,2005,"{'type': 'Point', 'coordinates': [26.72868, -80.099946]}"
New York,USA,40.750597,-73.985273,Crispy Gamer,games_video,$8.25M,2008,"{'type': 'Point', 'coordinates': [40.750597, -73.985273]}"
Lund,SWE,55.714683,13.2170029,Conveneer,mobile,$5.79M,2004,"{'type': 'Point', 'coordinates': [55.714683, 13.2170029]}"
Austin,USA,30.498112,-97.777273,UnboundID,software,$14.5M,2007,"{'type': 'Point', 'coordinates': [30.498112, -97.777273]}"
Burlington,USA,42.4871509,-71.1986329,Viridity Software,software,$15M,2008,"{'type': 'Point', 'coordinates': [42.4871509, -71.1986329]}"
Seattle,USA,47.603364,-122.333359,Optify,software,$10.8M,2008,"{'type': 'Point', 'coordinates': [47.603364, -122.333359]}"
San Francisco,USA,55.6924605,12.530107,Unity Technologies,games_video,$17.5M,2004,"{'type': 'Point', 'coordinates': [55.6924605, 12.530107]}"
Kitchener,CAN,43.4496954,-80.487328,IGLOO Software,software,$9M,2008,"{'type': 'Point', 'coordinates': [43.4496954, -80.487328]}"
Campbell,USA,37.232902,-121.964385,Evostor,software,$8M,2007,"{'type': 'Point', 'coordinates': [37.232902, -121.964385]}"
Portland,USA,45.5309644,-122.68038,Jama Software,software,$13M,2007,"{'type': 'Point', 'coordinates': [45.5309644, -122.68038]}"
Darmstadt,DEU,49.8740096,8.6605881,iPharro Media,software,$5.18M,2007,"{'type': 'Point', 'coordinates': [49.8740096, 8.6605881]}"
New York,USA,40.7438356,-73.9890149,iPharro Media,software,$5.18M,2007,"{'type': 'Point', 'coordinates': [40.7438356, -73.9890149]}"
Longmont,USA,40.146898,-105.1350397,Rebit,software,$6.7M,2007,"{'type': 'Point', 'coordinates': [40.146898, -105.1350397]}"
Redwood City,USA,37.5024749,-122.220408,Relypsa,biotech,$322M,2007,"{'type': 'Point', 'coordinates': [37.5024749, -122.220408]}"
"Abertillery, Gwent,",GBR,23.066066,-82.2927796,Atraverda,cleantech,£16.6M,2005,"{'type': 'Point', 'coordinates': [23.066066, -82.2927796]}"
Oxon,GBR,51.671711,-1.289082,BioVex,biotech,$122M,2006,"{'type': 'Point', 'coordinates': [51.671711, -1.289082]}"
Woburn,USA,42.508964,-71.13287,BioVex,biotech,$122M,2006,"{'type': 'Point', 'coordinates': [42.508964, -71.13287]}"
San JOSE,USA,37.442601,-122.162159,Powervation,hardware,£22M,2006,"{'type': 'Point', 'coordinates': [37.442601, -122.162159]}"
Malvern,USA,40.054547,-75.515376,AnySource Media,games_video,$3.2M,2006,"{'type': 'Point', 'coordinates': [40.054547, -75.515376]}"
New York,USA,40.738567,-73.987199,SpaBooker,software,$14.7M,2007,"{'type': 'Point', 'coordinates': [40.738567, -73.987199]}"
Cambridge,GBR,52.1367844,0.0732335,Zinwave,mobile,£15.1M,2005,"{'type': 'Point', 'coordinates': [52.1367844, 0.0732335]}"
Woodland Hills,USA,34.185596,-118.596228,Zinwave,mobile,£15.1M,2005,"{'type': 'Point', 'coordinates': [34.185596, -118.596228]}"
"Toronto, Ontario",CAN,43.6490631,-79.3749698,Infobright,software,$21M,2005,"{'type': 'Point', 'coordinates': [43.6490631, -79.3749698]}"
Chicago,USA,42.377467,-71.401307,Infobright,software,$21M,2005,"{'type': 'Point', 'coordinates': [42.377467, -71.401307]}"
Singapore,SGP,1.3006925,103.8575356,Transfer To,mobile,$3M,2005,"{'type': 'Point', 'coordinates': [1.3006925, 103.8575356]}"
Palo Alto,USA,40.705255,-74.010983,Transfer To,mobile,$3M,2005,"{'type': 'Point', 'coordinates': [40.705255, -74.010983]}"
Boston,USA,42.3406534,-71.0680027,SCVNGR,games_video,$40.8M,2008,"{'type': 'Point', 'coordinates': [42.3406534, -71.0680027]}"
Paris,FRA,48.8308091,2.3032201,Owlient,games_video,€3M,2005,"{'type': 'Point', 'coordinates': [48.8308091, 2.3032201]}"
New York,USA,40.7078343,-74.0136605,GameChanger Media,software,$3.64M,2009,"{'type': 'Point', 'coordinates': [40.7078343, -74.0136605]}"
Seattle,USA,47.6103008,-122.3399782,Z2Live,games_video,$6.5M,2009,"{'type': 'Point', 'coordinates': [47.6103008, -122.3399782]}"
Stockholm,SWE,59.3179118,18.0339733,Livescribe,hardware,$121M,2007,"{'type': 'Point', 'coordinates': [59.3179118, 18.0339733]}"
Santa Monica,USA,34.007112,-118.489748,Tongal,web,$16M,2009,"{'type': 'Point', 'coordinates': [34.007112, -118.489748]}"
Copenhagen,DNK,55.6659813,12.5800751,Preview Networks,games_video,$4M,2004,"{'type': 'Point', 'coordinates': [55.6659813, 12.5800751]}"
Los Angeles,USA,34.1012181,-118.325739,Ranker,web,$5.1M,2008,"{'type': 'Point', 'coordinates': [34.1012181, -118.325739]}"
Perth,AUS,-31.97822,115.89084,HealthEngine,web,$10.4M,2007,"{'type': 'Point', 'coordinates': [-31.97822, 115.89084]}"
Austin,USA,30.396989,-97.735768,qcue,software,$1.13M,2007,"{'type': 'Point', 'coordinates': [30.396989, -97.735768]}"
Barcelona,ESP,41.3935324,2.1660785,Openbravo,software,$17M,2006,"{'type': 'Point', 'coordinates': [41.3935324, 2.1660785]}"
New York,USA,32.0554,34.7595,tracx,analytics,$7.9M,2008,"{'type': 'Point', 'coordinates': [32.0554, 34.7595]}"
Gaithersberg,USA,39.1207909,-77.186506,KnewCo,search,$3.14M,2006,"{'type': 'Point', 'coordinates': [39.1207909, -77.186506]}"
New York,USA,40.73343,-73.990967,Chartbeat,analytics,$14.5M,2009,"{'type': 'Point', 'coordinates': [40.73343, -73.990967]}"
Chicago,USA,41.879535,-87.624333,Newser,web,$2.5M,2007,"{'type': 'Point', 'coordinates': [41.879535, -87.624333]}"
Norcross,USA,33.954713,-84.2213281,Suniva,cleantech,$224M,2006,"{'type': 'Point', 'coordinates': [33.954713, -84.2213281]}"
San Jose,USA,37.39458,-121.928393,Smallaa,web,$3M,2008,"{'type': 'Point', 'coordinates': [37.39458, -121.928393]}"
,USA,37.8715926,-122.272747,Aerovance,biotech,$119M,2004,"{'type': 'Point', 'coordinates': [37.8715926, -122.272747]}"
Cambridge,USA,42.365867,-71.092285,Basho Technologies,software,$29.9M,2007,"{'type': 'Point', 'coordinates': [42.365867, -71.092285]}"
Austin,USA,30.271393,-97.748623,Phurnace Software,software,$10M,2007,"{'type': 'Point', 'coordinates': [30.271393, -97.748623]}"
Boulder,USA,40.02375,-105.226353,OPX Biotechnologies,cleantech,$57.6M,2007,"{'type': 'Point', 'coordinates': [40.02375, -105.226353]}"
San Carlos,USA,37.5071591,-122.2605222,Eiger BioPharmaceuticals,biotech,$12.4M,2008,"{'type': 'Point', 'coordinates': [37.5071591, -122.2605222]}"
Fremont,USA,37.4757796,-121.9382415,SolarEdge,cleantech,$85M,2006,"{'type': 'Point', 'coordinates': [37.4757796, -121.9382415]}"
South San Francisco,USA,37.661523,-122.398667,iZumi Bio,biotech,$20M,2007,"{'type': 'Point', 'coordinates': [37.661523, -122.398667]}"
South Jordan,USA,40.3310529,-111.7276347,Solera Networks,analytics,$51.7M,2005,"{'type': 'Point', 'coordinates': [40.3310529, -111.7276347]}"
South San Francisco,USA,37.6664003,-122.451448,Alios BioPharma,biotech,$32M,2006,"{'type': 'Point', 'coordinates': [37.6664003, -122.451448]}"
"Pittsburgh,",USA,40.4290508,-79.9707345,Smash Technologies,mobile,$1.35M,2007,"{'type': 'Point', 'coordinates': [40.4290508, -79.9707345]}"
Menlo Park,USA,37.4484914,-122.1802812,Factery,web,$1.2M,2009,"{'type': 'Point', 'coordinates': [37.4484914, -122.1802812]}"
Palo Alto,USA,37.444531,-122.163352,Milo,web,$4.95M,2008,"{'type': 'Point', 'coordinates': [37.444531, -122.163352]}"
La Jolla,USA,32.841791,-117.274602,Busca Corp,games_video,$5M,2007,"{'type': 'Point', 'coordinates': [32.841791, -117.274602]}"
"Tijuana, B.C.",MEX,32.5217442,-117.0274947,Busca Corp,games_video,$5M,2007,"{'type': 'Point', 'coordinates': [32.5217442, -117.0274947]}"
Mexico City,MEX,19.4164309,-99.1651395,Busca Corp,games_video,$5M,2007,"{'type': 'Point', 'coordinates': [19.4164309, -99.1651395]}"
SAN FRANCISCO,USA,37.8017938,-122.4043215,Kidlandia,web,$3.23M,2008,"{'type': 'Point', 'coordinates': [37.8017938, -122.4043215]}"
Woodridge,USA,41.6750038,-88.0642145,Elevance Renewable Sciences,cleantech,$294M,2007,"{'type': 'Point', 'coordinates': [41.6750038, -88.0642145]}"
New York,USA,40.7310476,-74.0078134,Recyclebank,cleantech,$85.1M,2004,"{'type': 'Point', 'coordinates': [40.7310476, -74.0078134]}"
Marina del Rey,USA,33.984469,-118.43679,textPlus,mobile,$46.3M,2007,"{'type': 'Point', 'coordinates': [33.984469, -118.43679]}"
San Mateo,USA,37.552262,-122.292146,Servo Software,software,$3.01M,2008,"{'type': 'Point', 'coordinates': [37.552262, -122.292146]}"
Wayne,USA,40.075096,-75.42402,ColdLight Solutions,software,$11M,2007,"{'type': 'Point', 'coordinates': [40.075096, -75.42402]}"
Arvada,USA,39.862942,-105.206509,SkyFuel,cleantech,$17M,2007,"{'type': 'Point', 'coordinates': [39.862942, -105.206509]}"
Boston,USA,42.3497366,-71.0491901,VKernel Corporation,software,$7M,2007,"{'type': 'Point', 'coordinates': [42.3497366, -71.0491901]}"
Richmond,CAN,49.1859246,-123.1072471,Mobidia Technology,mobile,$16.1M,2004,"{'type': 'Point', 'coordinates': [49.1859246, -123.1072471]}"
Boston,USA,42.3647559,-71.1032591,Shareaholic,web,$5.46M,2009,"{'type': 'Point', 'coordinates': [42.3647559, -71.1032591]}"
Ft. Lauderdale,USA,26.2032036,-80.1510951,Helpful Technologies,cleantech,$18.7M,2008,"{'type': 'Point', 'coordinates': [26.2032036, -80.1510951]}"
Cambridge,USA,42.3488891,-71.1068046,Sand 9,mobile,$70.2M,2007,"{'type': 'Point', 'coordinates': [42.3488891, -71.1068046]}"
Watertown,USA,42.3678629,-71.1998364,QD Vision,nanotech,$78M,2004,"{'type': 'Point', 'coordinates': [42.3678629, -71.1998364]}"
"Toronto, ON",CAN,43.6878093,-79.3958388,First Coverage,software,$14M,2005,"{'type': 'Point', 'coordinates': [43.6878093, -79.3958388]}"
Boston,USA,42.356931,-71.053991,First Coverage,software,$14M,2005,"{'type': 'Point', 'coordinates': [42.356931, -71.053991]}"
Redwood City,USA,37.536402,-122.325129,Bigfoot Networks,hardware,$20.8M,2006,"{'type': 'Point', 'coordinates': [37.536402, -122.325129]}"
Austin,USA,30.42845,-97.748816,Bigfoot Networks,hardware,$20.8M,2006,"{'type': 'Point', 'coordinates': [30.42845, -97.748816]}"
Palo Alto,USA,37.393536,-122.076747,Playdom,games_video,$76M,2008,"{'type': 'Point', 'coordinates': [37.393536, -122.076747]}"
Chicago,USA,41.879641,-87.6425816,Firm58,software,$19.2M,2005,"{'type': 'Point', 'coordinates': [41.879641, -87.6425816]}"
New York,USA,40.766734,-73.988265,Firm58,software,$19.2M,2005,"{'type': 'Point', 'coordinates': [40.766734, -73.988265]}"
Los Gatos,USA,37.2612396,-121.9594672,Tigo Energy,cleantech,$79.8M,2007,"{'type': 'Point', 'coordinates': [37.2612396, -121.9594672]}"
Somerset,USA,40.535316,-74.521435,Elanti Systems,software,$5.5M,2007,"{'type': 'Point', 'coordinates': [40.535316, -74.521435]}"
Santa Clara,USA,37.380364,-121.9823779,Redfern Integrated Optics,cleantech,$25.9M,2005,"{'type': 'Point', 'coordinates': [37.380364, -121.9823779]}"
Austin,USA,30.239294,-97.838813,Illumitex,hardware,$54.4M,2005,"{'type': 'Point', 'coordinates': [30.239294, -97.838813]}"
San Francisco,USA,37.788864,-122.4008487,Marketcetera,software,$4M,2006,"{'type': 'Point', 'coordinates': [37.788864, -122.4008487]}"
Pleasanton,USA,37.69249,-121.900722,Veeva,software,$4M,2007,"{'type': 'Point', 'coordinates': [37.69249, -121.900722]}"
Boothwyn,USA,39.8728373,-75.4784988,Lightning Gaming,games_video,$4M,2004,"{'type': 'Point', 'coordinates': [39.8728373, -75.4784988]}"
Chippenham,GBR,51.4515283,-2.1334555,Aria Networks,software,$9.05M,2005,"{'type': 'Point', 'coordinates': [51.4515283, -2.1334555]}"
Richmond,GBR,51.462108,-0.295441,Garlik,software,$24.7M,2005,"{'type': 'Point', 'coordinates': [51.462108, -0.295441]}"
New York,USA,40.7615818,-73.970624,Garlik,software,$24.7M,2005,"{'type': 'Point', 'coordinates': [40.7615818, -73.970624]}"
San Francisco,USA,51.865488,-2.235187,RainStor,analytics,$26.3M,2004,"{'type': 'Point', 'coordinates': [51.865488, -2.235187]}"
New York,USA,40.743877,-73.98618,Saavn,games_video,$6M,2006,"{'type': 'Point', 'coordinates': [40.743877, -73.98618]}"
Surry Hills,AUS,-33.947414,150.967905,BT Imaging,cleantech,$6.66M,2008,"{'type': 'Point', 'coordinates': [-33.947414, 150.967905]}"
Baltimore,USA,39.281734,-76.581864,Social Solutions,software,$11.8M,2006,"{'type': 'Point', 'coordinates': [39.281734, -76.581864]}"
San Francisco,USA,37.7697623,-122.4183929,PlantSense,web,$8.66M,2006,"{'type': 'Point', 'coordinates': [37.7697623, -122.4183929]}"
Stockholm,SWE,59.6121259,17.8947672,Syntensia,software,$3.5M,2005,"{'type': 'Point', 'coordinates': [59.6121259, 17.8947672]}"
Berlin,DEU,52.5092312,13.3883606,My-Hammer,web,$3.2M,2005,"{'type': 'Point', 'coordinates': [52.5092312, 13.3883606]}"
San Mateo,USA,37.553743,-122.300246,Lattice Engines,analytics,$21.7M,2006,"{'type': 'Point', 'coordinates': [37.553743, -122.300246]}"
Lexington,USA,42.4236783,-71.2459523,Concert Pharmaceuticals,biotech,$99.5M,2006,"{'type': 'Point', 'coordinates': [42.4236783, -71.2459523]}"
San Francisco,USA,37.775196,-122.419204,Topsy Labs,analytics,$35.2M,2007,"{'type': 'Point', 'coordinates': [37.775196, -122.419204]}"
Kalamazoo,USA,42.2927344,-85.5796432,Tolera Therapeutics,biotech,$12.1M,2007,"{'type': 'Point', 'coordinates': [42.2927344, -85.5796432]}"
Pittsburgh,USA,40.438423,-80.001933,The Resumator,software,$2.98M,2009,"{'type': 'Point', 'coordinates': [40.438423, -80.001933]}"
Labège,FRA,47.5974286,1.3168395,Noomeo,software,$1.63M,2007,"{'type': 'Point', 'coordinates': [47.5974286, 1.3168395]}"
00790 Helsinki,FIN,60.2268115,25.014409,PlexPress,biotech,$2.5M,2007,"{'type': 'Point', 'coordinates': [60.2268115, 25.014409]}"
Los Altos,USA,37.349392,-122.087208,PlexPress,biotech,$2.5M,2007,"{'type': 'Point', 'coordinates': [37.349392, -122.087208]}"
Natick,USA,42.2968126,-71.3876282,OutSmart Power Systems,hardware,$9.91M,2008,"{'type': 'Point', 'coordinates': [42.2968126, -71.3876282]}"
Monrovia,USA,34.144014,-118.001268,Soliant Energy,cleantech,$18M,2005,"{'type': 'Point', 'coordinates': [34.144014, -118.001268]}"
Pleasanton,USA,37.692934,-121.904945,Fulcrum Bioenergy,cleantech,$89M,2007,"{'type': 'Point', 'coordinates': [37.692934, -121.904945]}"
San Francsico,USA,37.7770719,-122.3966273,ShopSavvy,mobile,$11.5M,2008,"{'type': 'Point', 'coordinates': [37.7770719, -122.3966273]}"
San Francisco,USA,37.7871306,-122.4041075,Sunrun,cleantech,$337M,2007,"{'type': 'Point', 'coordinates': [37.7871306, -122.4041075]}"
Milan,ITA,45.4636889,9.1881408,BeeTV,software,$9.5M,2007,"{'type': 'Point', 'coordinates': [45.4636889, 9.1881408]}"
New York,USA,40.756054,-73.986951,GameGround,games_video,$11.4M,2007,"{'type': 'Point', 'coordinates': [40.756054, -73.986951]}"
Calabasas,USA,34.143507,-118.763605,Kythera Biopharmaceuticals,biotech,$98.4M,2005,"{'type': 'Point', 'coordinates': [34.143507, -118.763605]}"
Plymouth,USA,42.3853985,-83.5069834,Esperion Therapeutics,biotech,$55.8M,2008,"{'type': 'Point', 'coordinates': [42.3853985, -83.5069834]}"
Santa Monica,USA,34.0272246,-118.4682333,Blip,games_video,$27.3M,2005,"{'type': 'Point', 'coordinates': [34.0272246, -118.4682333]}"
Watertown,USA,42.36867,-71.150248,WiTricity,cleantech,$29M,2007,"{'type': 'Point', 'coordinates': [42.36867, -71.150248]}"
Cleveland,USA,41.424425,-81.822531,Arisdyne Systems,cleantech,$7.1M,2006,"{'type': 'Point', 'coordinates': [41.424425, -81.822531]}"
Woburn,USA,42.5102913,-71.1474063,Wakonda Technologies,cleantech,$3.16M,2005,"{'type': 'Point', 'coordinates': [42.5102913, -71.1474063]}"
San Francisco,USA,37.7871306,-122.4041075,ACT Biotech,biotech,$27M,2008,"{'type': 'Point', 'coordinates': [37.7871306, -122.4041075]}"
Rockville,USA,39.110655,-77.154466,Innovative Biosensors,biotech,$18.4M,2004,"{'type': 'Point', 'coordinates': [39.110655, -77.154466]}"
Bangalore,IND,12.9349604,77.6136847,Althea Systems,hardware,$3M,2009,"{'type': 'Point', 'coordinates': [12.9349604, 77.6136847]}"
Houston,USA,29.768442,-95.401093,Glycos Biotechnologies,biotech,$15.1M,2007,"{'type': 'Point', 'coordinates': [29.768442, -95.401093]}"
La Jolla,USA,32.89892,-117.242961,Anaphore,biotech,$24.3M,2008,"{'type': 'Point', 'coordinates': [32.89892, -117.242961]}"
Boulder,USA,40.068752,-105.208027,Miragen Therapeutics,biotech,$38M,2007,"{'type': 'Point', 'coordinates': [40.068752, -105.208027]}"
State College,USA,40.830662,-77.844388,Novasentis,hardware,$11M,2006,"{'type': 'Point', 'coordinates': [40.830662, -77.844388]}"
Geneva,CHE,46.1685443,6.1036257,GenKyoTex,biotech,$51.8M,2006,"{'type': 'Point', 'coordinates': [46.1685443, 6.1036257]}"
Siena,ITA,43.3368952,11.3075198,Externautics,biotech,$3.89M,2007,"{'type': 'Point', 'coordinates': [43.3368952, 11.3075198]}"
London,GBR,51.519816,-0.1361616,isango!,web,$8M,2006,"{'type': 'Point', 'coordinates': [51.519816, -0.1361616]}"
Austin,USA,30.3542873,-97.7976572,uControl,software,$3.9M,2006,"{'type': 'Point', 'coordinates': [30.3542873, -97.7976572]}"
,SWE,59.4995085,17.9263734,Hexaformer,cleantech,$4.5M,2004,"{'type': 'Point', 'coordinates': [59.4995085, 17.9263734]}"
,DEU,51.4983521,6.8126313,InterMed Discovery,cleantech,€7.44M,2006,"{'type': 'Point', 'coordinates': [51.4983521, 6.8126313]}"
South San Francisco,USA,37.658713,-122.399382,Limerick BioPharma,biotech,$49M,2004,"{'type': 'Point', 'coordinates': [37.658713, -122.399382]}"
South San Francisco,USA,37.6656476,-122.3843489,VistaGen Therapeutics,biotech,$41.3M,2013,"{'type': 'Point', 'coordinates': [37.6656476, -122.3843489]}"
Schaumburg,USA,42.061187,-88.0794478,Sagent Pharmaceuticals,biotech,$70M,2007,"{'type': 'Point', 'coordinates': [42.061187, -88.0794478]}"
Cambridge,USA,42.392628,-71.151216,Lightwave Power,cleantech,$13M,2008,"{'type': 'Point', 'coordinates': [42.392628, -71.151216]}"
"Austin,",USA,30.327779,-97.669955,BioStable,biotech,$5.5M,2008,"{'type': 'Point', 'coordinates': [30.327779, -97.669955]}"
Lausanne,CHE,46.5567716,6.6833176,Diagnoplex,biotech,$9.7M,2005,"{'type': 'Point', 'coordinates': [46.5567716, 6.6833176]}"
,USA,42.101977,-72.637994,Aileron Therapeutics,biotech,$99.5M,2005,"{'type': 'Point', 'coordinates': [42.101977, -72.637994]}"
Cambridge,USA,42.3736158,-71.1097335,Aileron Therapeutics,biotech,$99.5M,2005,"{'type': 'Point', 'coordinates': [42.3736158, -71.1097335]}"
Dublin 8,IRL,53.3401356,-6.2962414,Opsona,biotech,$40.6M,2004,"{'type': 'Point', 'coordinates': [53.3401356, -6.2962414]}"
Alachua,USA,29.7847641,-82.4768036,Applied Genetics Technologies Corporation,biotech,$78.1M,2009,"{'type': 'Point', 'coordinates': [29.7847641, -82.4768036]}"
Belmont,USA,37.524422,-122.265869,Vyatta,software,$40.8M,2005,"{'type': 'Point', 'coordinates': [37.524422, -122.265869]}"
New Delhi,IND,28.7164018,77.1765029,Azure Power,cleantech,$13.6M,2008,"{'type': 'Point', 'coordinates': [28.7164018, 77.1765029]}"
Fort Collins,USA,40.5932386,-105.0766501,Solix Biofuels,cleantech,$68.8M,2009,"{'type': 'Point', 'coordinates': [40.5932386, -105.0766501]}"
Paris,FRA,48.8566667,2.3509871,Ykone,web,€1.5M,2009,"{'type': 'Point', 'coordinates': [48.8566667, 2.3509871]}"
Carson City,USA,39.1880124,-119.7480697,ElectraTherm,cleantech,$8M,2005,"{'type': 'Point', 'coordinates': [39.1880124, -119.7480697]}"
Berlin,DEU,52.4947266,13.398504,Moviepilot,web,$7M,2007,"{'type': 'Point', 'coordinates': [52.4947266, 13.398504]}"
Los Angeles,USA,34.0522342,-118.2436849,Moviepilot,web,$7M,2007,"{'type': 'Point', 'coordinates': [34.0522342, -118.2436849]}"
Chapel Hill,USA,35.911347,-78.976038,Cempra,biotech,$108M,2006,"{'type': 'Point', 'coordinates': [35.911347, -78.976038]}"
Chagrin Falls,USA,41.4225841,-81.3857728,Cervilenz,biotech,$23M,2008,"{'type': 'Point', 'coordinates': [41.4225841, -81.3857728]}"
Boulder,USA,40.026,-105.259041,Clovis Oncology,biotech,$357M,2009,"{'type': 'Point', 'coordinates': [40.026, -105.259041]}"
Redwood City,USA,37.523311,-122.259154,Virdia,cleantech,$111M,2007,"{'type': 'Point', 'coordinates': [37.523311, -122.259154]}"
Redwood City,USA,37.523194,-122.259179,Versartis,biotech,$89.5M,2008,"{'type': 'Point', 'coordinates': [37.523194, -122.259179]}"
Seattle,USA,47.598657,-122.334614,Optimum Energy,cleantech,$21.2M,2005,"{'type': 'Point', 'coordinates': [47.598657, -122.334614]}"
San Diego,USA,32.8386414,-117.098216,Optimum Energy,cleantech,$21.2M,2005,"{'type': 'Point', 'coordinates': [32.8386414, -117.098216]}"
New York,USA,40.7518919,-73.9875922,Optimum Energy,cleantech,$21.2M,2005,"{'type': 'Point', 'coordinates': [40.7518919, -73.9875922]}"
Cambridge,USA,42.362856,-71.083762,Tokai Pharmaceuticals,biotech,$100M,2004,"{'type': 'Point', 'coordinates': [42.362856, -71.083762]}"
Larkspur,USA,37.9471709,-122.5071031,Greenline Industries,cleantech,$20M,2005,"{'type': 'Point', 'coordinates': [37.9471709, -122.5071031]}"
King of Prussia,USA,40.100058,-75.413354,Trevena,biotech,$129M,2007,"{'type': 'Point', 'coordinates': [40.100058, -75.413354]}"
San Jose,USA,37.3825306,-121.9198306,Solexant,cleantech,$87M,2006,"{'type': 'Point', 'coordinates': [37.3825306, -121.9198306]}"
San Mateo,USA,37.561576,-122.284173,Forterra Systems,games_video,$1.2M,2005,"{'type': 'Point', 'coordinates': [37.561576, -122.284173]}"
Brooklyn,USA,40.7028474,-73.9906813,OwnEnergy,cleantech,$28.8M,2007,"{'type': 'Point', 'coordinates': [40.7028474, -73.9906813]}"
Pasadena,USA,34.142973,-118.140553,FastSoft,software,$5.97M,2006,"{'type': 'Point', 'coordinates': [34.142973, -118.140553]}"
South San Francisco,USA,37.656246,-122.399735,NGM Biopharmaceuticals,biotech,$145M,2007,"{'type': 'Point', 'coordinates': [37.656246, -122.399735]}"
Vancouver,CAN,49.2883553,-123.1233545,Ostara,cleantech,$45.7M,2005,"{'type': 'Point', 'coordinates': [49.2883553, -123.1233545]}"
Cambridge,USA,42.3595196,-71.1156913,FORMA Therapeutics,biotech,$42.5M,2008,"{'type': 'Point', 'coordinates': [42.3595196, -71.1156913]}"
Santa Monica,USA,34.028173,-118.471235,SolarReserve,cleantech,$182M,2007,"{'type': 'Point', 'coordinates': [34.028173, -118.471235]}"
Grenoble,FRA,45.1734252,5.7401962,SynapCell,biotech,$4.43M,2005,"{'type': 'Point', 'coordinates': [45.1734252, 5.7401962]}"
Amsterdam,NLD,52.3657578,4.8928722,Layar,mobile,$13.4M,2009,"{'type': 'Point', 'coordinates': [52.3657578, 4.8928722]}"
Cambridge,USA,42.3634664,-71.0786638,Taligen Therapeutics,biotech,$78.8M,2004,"{'type': 'Point', 'coordinates': [42.3634664, -71.0786638]}"
Kirkland,USA,47.6434969,-122.2033998,INRIX,software,$68.1M,2004,"{'type': 'Point', 'coordinates': [47.6434969, -122.2033998]}"
Alameda,USA,37.7831775,-122.3086191,Makani Power,cleantech,$5M,2006,"{'type': 'Point', 'coordinates': [37.7831775, -122.3086191]}"
Cambridge,USA,42.3661884,-71.0802975,Living Proof,biotech,$53M,2004,"{'type': 'Point', 'coordinates': [42.3661884, -71.0802975]}"
Los Angeles,USA,34.054318,-118.462876,Global Fitness Media,web,$3.2M,2007,"{'type': 'Point', 'coordinates': [34.054318, -118.462876]}"
LÃ¼beck,DEU,53.8353585,10.6976787,Microstim,biotech,$2.64M,2007,"{'type': 'Point', 'coordinates': [53.8353585, 10.6976787]}"
San Francisco,USA,37.4484914,-122.1802812,Siluria Technologies,nanotech,$103M,2008,"{'type': 'Point', 'coordinates': [37.4484914, -122.1802812]}"
Sewickley,USA,40.612461,-80.098299,BPL Global,software,$81.3M,2004,"{'type': 'Point', 'coordinates': [40.612461, -80.098299]}"
Colorado Springs,USA,38.833716,-104.826256,Accellos,software,$51.4M,2006,"{'type': 'Point', 'coordinates': [38.833716, -104.826256]}"
